parkhaus,link,status,freieplaetze,offen,zeitpunkt
Parkhaus Messe Zürich AG / Andreasstrasse 65,https://www.pls-zh.ch/parkhaus/messe.jsp?pid=messe,closed / ---,---,closed ,2019-11-20 22:00
Parkhaus Nordhaus / Siewerdtstrasse 8,https://www.pls-zh.ch/parkhaus/nordhaus.jsp?pid=nordhaus,open /  115, 115,open ,2019-11-20 22:00
Parkhaus Octavo / Brown-Boveri-Strasse 2,https://www.pls-zh.ch/parkhaus/octavo.jsp?pid=octavo,open /  118, 118,open ,2019-11-20 22:00
Parkhaus Opéra / Schillerstrasse 5,https://www.pls-zh.ch/parkhaus/opera.jsp?pid=opera,open /  163, 163,open ,2019-11-20 22:00
Parkhaus P West / Förrlibuckstrasse 151,https://www.pls-zh.ch/parkhaus/p_west.jsp?pid=p_west,open /  323, 323,open ,2019-11-20 22:00
Parkhaus Park Hyatt / Beethovenstrasse 21,https://www.pls-zh.ch/parkhaus/park_hyatt.jsp?pid=park_hyatt,open /  197, 197,open ,2019-11-20 22:00
Parkhaus Parkside / Sophie-Täuber-Strasse 10,https://www.pls-zh.ch/parkhaus/parkside.jsp?pid=parkside,open /   34,  34,open ,2019-11-20 22:00
Parkhaus Pfingstweid / Pfingstweidstrasse 1,https://www.pls-zh.ch/parkhaus/pfingstweid.jsp?pid=pfingstweid,open /  169, 169,open ,2019-11-20 22:00
Parkhaus Stampfenbach / Niklausstrasse 1,https://www.pls-zh.ch/parkhaus/stampfenbach.jsp?pid=stampfenbach,open /  156, 156,open ,2019-11-20 22:00
Parkhaus Talgarten / Nüschelerstrasse 31,https://www.pls-zh.ch/parkhaus/talgarten.jsp?pid=talgarten,open /   35,  35,open ,2019-11-20 22:00
Parkhaus USZ Nord / Frauenklinikstrasse,https://www.pls-zh.ch/parkhaus/unispital_nord.jsp?pid=unispital_nord,open /  127, 127,open ,2019-11-20 22:00
Parkhaus Uni Irchel / Winterthurerstrasse 181,https://www.pls-zh.ch/parkhaus/uni_irchel.jsp?pid=uni_irchel,open /  771, 771,open ,2019-11-20 22:00
Parkhaus Urania / Uraniastrasse 3,https://www.pls-zh.ch/parkhaus/urania.jsp?pid=urania,open /  314, 314,open ,2019-11-20 22:00
Parkhaus Utoquai / Färberstrasse 6,https://www.pls-zh.ch/parkhaus/utoquai.jsp?pid=utoquai,open /  124, 124,open ,2019-11-20 22:00
Parkhaus Züri 11 Shopping / Nansenstrasse 5/7,https://www.pls-zh.ch/parkhaus/zueri11.jsp?pid=zueri11,open /   56,  56,open ,2019-11-20 22:00
Parkhaus Zürichhorn / Dufourstrasse 142,https://www.pls-zh.ch/parkhaus/zuerichhorn.jsp?pid=zuerichhorn,open /   45,  45,open ,2019-11-20 22:00
Parkplatz Eisfeld / Thurgauerstrasse 54,https://www.pls-zh.ch/parkhaus/eisfeld.jsp?pid=eisfeld,open /  280, 280,open ,2019-11-20 22:00
Parkplatz Theater 11 / Dörfli-/Thurgauerstrasse,https://www.pls-zh.ch/parkhaus/theater_11.jsp?pid=theater_11,open /  153, 153,open ,2019-11-20 22:00
Parkplatz USZ Süd / Gloriastrasse,https://www.pls-zh.ch/parkhaus/unispital_sued.jsp?pid=unispital_sued,open /   77,  77,open ,2019-11-20 22:00
Puls 5 Parkgarage / Giessereistrasse 18,https://www.pls-zh.ch/parkhaus/puls5.jsp?pid=puls5,open /   45,  45,open ,2019-11-20 22:00
