parkhaus,link,status,freieplaetze,offen,zeitpunkt
Parkhaus USZ Nord / Frauenklinikstrasse,https://www.pls-zh.ch/parkhaus/unispital_nord.jsp?pid=unispital_nord,open /  121, 121,open ,2019-11-19 00:00
Parkhaus Uni Irchel / Winterthurerstrasse 181,https://www.pls-zh.ch/parkhaus/uni_irchel.jsp?pid=uni_irchel,open /  783, 783,open ,2019-11-19 00:00
Parkhaus Urania / Uraniastrasse 3,https://www.pls-zh.ch/parkhaus/urania.jsp?pid=urania,open /  424, 424,open ,2019-11-19 00:00
Parkhaus Utoquai / Färberstrasse 6,https://www.pls-zh.ch/parkhaus/utoquai.jsp?pid=utoquai,open /  133, 133,open ,2019-11-19 00:00
Parkhaus Züri 11 Shopping / Nansenstrasse 5/7,https://www.pls-zh.ch/parkhaus/zueri11.jsp?pid=zueri11,closed / ---,---,closed ,2019-11-19 00:00
Parkhaus Zürichhorn / Dufourstrasse 142,https://www.pls-zh.ch/parkhaus/zuerichhorn.jsp?pid=zuerichhorn,open /   50,  50,open ,2019-11-19 00:00
Parkplatz Eisfeld / Thurgauerstrasse 54,https://www.pls-zh.ch/parkhaus/eisfeld.jsp?pid=eisfeld,open /  280, 280,open ,2019-11-19 00:00
Parkplatz Theater 11 / Dörfli-/Thurgauerstrasse,https://www.pls-zh.ch/parkhaus/theater_11.jsp?pid=theater_11,open /  162, 162,open ,2019-11-19 00:00
Parkplatz USZ Süd / Gloriastrasse,https://www.pls-zh.ch/parkhaus/unispital_sued.jsp?pid=unispital_sued,open /   72,  72,open ,2019-11-19 00:00
Puls 5 Parkgarage / Giessereistrasse 18,https://www.pls-zh.ch/parkhaus/puls5.jsp?pid=puls5,open /   51,  51,open ,2019-11-19 00:00
