,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
2320,30.11.2005,2005/502,Bruno Sidler,SVP,Martin Burger,SVP,Schul- und Sportdepartement (SSD)
2321,27.10.2010,2010/447,Urs Fehr,SVP,Monika Erfigen,SVP,Polizeidepartement (PD)
2322,14.06.2017,2017/188,Ann-Catherine Nabholz,GLP,Gabriele Kisker,Grüne,
2323,07.07.2010,2010/309,Lukas Apafi,FDP,Ursula Uttinger,FDP,Sozialdepartement (SD)
2324,10.05.2006,2006/172,Roger Bartholdi,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
2325,01.11.2017,2017/375,Claudia Simon,FDP,Andreas Egli,FDP,
2326,18.05.2016,2016/166,Martin Luchsinger,GLP,Isabel Garcia,GLP,
2327,26.6.2002,2002/230,Cornelia Schaub,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
2328,11.7.2007,2007/407,Bruno Garzotto,SVP,Roger Liebi,SVP,Finanzdepartement (FD)
2329,26.6.2002,2002/224,Thomas Marthaler,SP,Heinz Jacobi,SP,Finanzdepartement (FD)
2330,11.07.2007,2007/413,Marina Garzotto,SVP,Hedy Schlatter,SVP,Gesundheits- und Umweltdepartement (GUD)
2331,14.12.2011,2011/495,Hans Jörg Käppeli,SP,Thomas Wyss,Grüne,
2332,22.11.2017,2017/407,Marcel Bührig,Grüne,Markus Kunz,Grüne,Stadtrat
2333,10.05.2006,2006/166,Ruth Anhorn,SVP,Rolf Stucker,SVP,Schul- und Sportdepartement (SSD)
2334,26.06.2019,2019/295,Balz Bürgisser,Grüne,Markus Knauss,Grüne,Stadtrat
2335,26.9.2001,2001/481,Balthasar Glättli,Grüne,Katharina Prelicz-Huber,Grüne,Präsidialdepartement (PRD)
2336,1.2.2006,2006/41,Susi Gut,PFZ,Markus Schwyn,PFZ,Hochbaudepartement (HBD)
2337,8.2.2006,2006/55,Walter Angst,AL,Alecs Recher,AL,Präsidialdepartement (PRD)
2338,30.01.2008,2008/78,Hans Urs von Matt,SP,Rebekka Wyler,SP,
2339,19.6.2002,2002/218,Marcel Savarioud,SP,Gerold Lauber,CVP,
2340,28.01.2015,2015/29,Mauro Tuena,SVP,Roland Scheck,SVP,Polizeidepartement (PD)
2341,7.7.1999,1999/313,Balthasar Glättli,Grüne,Katharina Prelicz-Huber,Grüne,Polizeidepartement (PD)
2342,12.9.2001,2001/456,Heinz Bögle,SP,Marcel Savarioud,SP,Polizeidepartement (PD)
2343,26.5.2004,2004/261,Bernhard Britschgi,SVP,Susi Gut,PFZ,Polizeidepartement (PD)
2344,04.12.2019,2019/524,Marion Schmid,SP,Corina Ursprung,FDP,Gemeinderat
2345,13.6.2001,2001/330,Markus Schwyn,PFZ,Marina Garzotto,SVP,Präsidialdepartement (PRD)
2346,30.11.2011,2011/442,Esther Straub,SP,Katrin Wüthrich,SP,
2347,27.02.2008,2008/93,Beatrice Reimann,SP,Myrtha Meuli,SP,Tiefbau- und Entsorgungsdepartement (TED)
2348,03.09.2014,2014/275,Markus Knauss,Grüne,Simone Brander,SP,Tiefbau- und Entsorgungsdepartement (TED)
2349,10.06.2009,2009/256,Pierino Cerliani,Grüne,Jean-Daniel Strub,SP,
2350,07.12.2011,2011/456,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
2351,06.02.2008,2008/87,Gregor Bucher,Grüne,Mischa Morgenbesser,FDP,Schul- und Sportdepartement (SSD)
2352,04.12.2019,2019/530,Florian Utz,SP,Matthias Probst,Grüne,Stadtrat
2353,12.06.2019,2019/256,Sarah Breitenstein,SP,Pascal Lamprecht,SP,
2354,15.3.2006,2006/82,Roger Bartholdi,SVP,Hans Nikles,SVP,Polizeidepartement (PD)
2355,6.6.2001,2001/318,Renate Schoch,AL,Thelma Huber,FraP,Hochbaudepartement (HBD)
2356,11.01.2012,2012/3,Mauro Tuena,SVP,Roland Scheck,SVP,Sozialdepartement (SD)
2357,11.11.2009,2009/518,Marianne Aubert,SP,Jean-Daniel Strub,SP,Schul- und Sportdepartement (SSD)
2358,12.5.2004,2004/249,Susi Gut,PFZ,Kurt Haueter,SVP,Hochbaudepartement (HBD)
2359,27.05.2009,2009/225,Monika Erfigen,SVP,Arthur Bernet,SVP,Schul- und Sportdepartement (SSD)
2360,20.6.2001,2001/343,Luzi Rüegg,SVP,Hans Marolf,SVP,Departement der Industriellen Betriebe (DIB)
2361,21.8.2002,2002/280,Georg Schmid,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
2362,22.8.2001,2001/425,Mauro Tuena,SVP,Luzi Rüegg,SVP,Polizeidepartement (PD)
2363,24.03.2010,2010/144,Ruth Anhorn,SVP,Bruno Wohler,SVP,Hochbaudepartement (HBD)
2364,18.11.2009,2009/543,Peter Küng,SP,Elisabeth Makwana-Boss,SP,Schul- und Sportdepartement (SSD)
2365,22.05.2019,2019/225,Elena Marti,Grüne,Alan David Sangines,SP,Gemeinderat
2366,27.10.2004,2004/560,Ernst Danner,EVP,Hanspeter Kunz,EVP,Departement der Industriellen Betriebe (DIB)
2367,27.05.2009,2009/219,Bernhard Piller,Grüne,Daniel Leupi,Grüne,
2368,3.12.1997,1997/525,Monika Bätschmann,Grüne,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
2369,07.01.2015,2015/2,Daniel Regli,SVP,Martin Götzl,SVP,Präsidialdepartement (PRD)
2370,22.8.2001,2001/419,Hansruedi Bär,SVP,Walter Isliker,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2371,09.11.2011,2011/419,Urs Egger,FDP,Marc Hohl,FDP,
2372,5.4.2000,2000/178,Mauro Tuena,SVP,Jürg Casparis,SVP,Sozialdepartement (SD)
2373,3.7.2002,2002/243,Georg Schmid,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
2374,16.1.2008,2008/23,Roger Bartholdi,SVP,Hans Nikles,SVP,Sozialdepartement (SD)
2375,06.09.2017,2017/306,Johann Widmer,SVP,Dubravko Sinovcic,SVP,Departement der Industriellen Betriebe (DIB)
2376,02.12.2009,2009/580,Hans Jörg Käppeli,SP,Andrew Katumba,SP,Tiefbau- und Entsorgungsdepartement (TED)
2377,14.04.2010,2010/187,Marcel Z'graggen,CVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
2378,08.01.20,2009/594,Martin Bürlimann,SVP,Roger Liebi,SVP,
2379,22.08.2007,2007/448,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
2380,01.02.2012,2012/47,Tamara Lauber,FDP,Marc Bourgeois,FDP,Sozialdepartement (SD)
2381,27.11.2002,2002/519,Rolf Kuhn,SP,Anton Stäbler,CVP,Sozialdepartement (SD)
2382,9.1.2008,2008/7,Peter Anderegg,EVP,Ernst Danner,EVP,Departement der Industriellen Betriebe (DIB)
2383,25.1.2006,2006/26,Susi Gut,PFZ,Markus Schwyn,PFZ,
2384,13.06.2018,2018/220,Guy Krayenbühl,GLP,Matthias Wiesmann,GLP,Sicherheitsdepartement (SID)
2385,24.06.2015,2015/217,Marcel Bührig,Grüne,Simon Kälin-Werth,Grüne,Polizeidepartement (PD)
2386,9.7.2003,2003/285,Rolf Stucker,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
2387,14.3.2001,2001/155,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Hochbaudepartement (HBD)
2388,30.8.2000,2000/420,Monjek Rosenheim,FDP,Ronald Schmid,FDP,Polizeidepartement (PD)
2389,1.6.2005,2005/217,Guido Bergmaier,SVP,Rolf Stucker,SVP,Polizeidepartement (PD)
2390,6.1.1999,1999/7,Beatrix Casutt,SVP,Mauro Tuena,SVP,Schul- und Sportdepartement (SSD)
2391,21.3.2001,2001/169,Markus Schwyn,PFZ,Bruno Sidler,SVP,Finanzdepartement (FD)
2392,9.3.2005,2005/88,Susi Gut,PFZ,Mauro Tuena,SVP,Departement der Industriellen Betriebe (DIB)
2393,4.11.1998,1998/359,Christian Mettler,SVP,Raphaela-Franziska Ulcay-Hauser,SVP,Departement der Industriellen Betriebe (DIB)
2394,31.01.2018,2018/32,Isabel Garcia,GLP,Corina Gredig,GLP,
2395,1.11.2006,2006/465,Rolf Stucker,SVP,Bruno Sidler,SVP,Schul- und Sportdepartement (SSD)
2396,08.01.20,2018/26,Elena Marti,Grüne,Marcel Bührig,Grüne,
2397,26.06.2013,2013/252,Simon Kälin-Werth,Grüne,Andreas Edelmann,SP,
2398,25.05.2011,2011/182,Jean-Daniel Strub,SP,Jacqueline Badran,SP,Finanzdepartement (FD)
2399,12.7.2006,2006/317,Mauro Tuena,SVP,Roger Liebi,SVP,Sozialdepartement (SD)
2400,25.10.2006,2006/459,Richard Rabelbauer,EVP,Daniel Meier,CVP,Finanzdepartement (FD)
2401,21.11.2018,2015/405,Roger Tognella,FDP,Marco Denoth,SP,
2402,31.3.2004,2004/164,Gerold Lauber,CVP,Albert Leiser,FDP,Sozialdepartement (SD)
2403,21.9.2005,2005/377,Susi Gut,PFZ,Mauro Tuena,SVP,Präsidialdepartement (PRD)
2404,8.11.2000,2000/540,Regula Enderlin Cavigelli,SP,Silvia Seiz,SP,
2405,5.10.2005,2005/411,Robert Schönbächler,CVP,Anton Stäbler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2406,06.05.2009,2009/153,Albert Leiser,FDP,Alexander Jäger,FDP,
2407,25.11.2015,2015/377,Urs Fehr,SVP,Mario Mariani,CVP,
2408,21.05.2014,2014/164,Niklaus Scherr,AL,Christina Schiller,AL,
2409,5.10.2005,2005/405,Rolf Stucker,SVP,Mauro Tuena,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2410,07.11.2018,2018/426,Corina Gredig,GLP,Jean-Daniel Strub,SP,Stadtrat
2411,31.3.2004,2004/170,Susi Gut,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
2412,12.09.2018,2018/340,Balz Bürgisser,Grüne,Muammer Kurtulmus,Grüne,Stadtrat
2413,17.12.2003,2003/497,Markus Schwyn,PFZ,Susi Gut,PFZ,Präsidialdepartement (PRD)
2414,05.07.2006,2006/288,Monika Erfigen,SVP,Theo Hauri,SVP,Polizeidepartement (PD)
2415,1.3.2000,2000/90,Markus Schwyn,PFZ,Marina Garzotto,SVP,Departement der Industriellen Betriebe (DIB)
2416,12.01.2011,2011/6,Guido Trevisan,GLP,Irene Bernhard,GLP,Tiefbau- und Entsorgungsdepartement (TED)
2417,19.11.2003,2003/440,Roger Liebi,SVP,Catrina Luchsinger Gähwiler,FDP,Finanzdepartement (FD)
2418,24.9.2006,2006/277,Roger Liebi,SVP,Mauro Tuena,SVP,Präsidialdepartement (PRD)
2419,16.01.2013,2013/13,Gian von Planta,GLP,Patrick Hadi Huber,SP,
2420,17.4.2002,2002/135,Roger Bartholdi,SVP,Luzi Rüegg,SVP,Präsidialdepartement (PRD)
2421,10.9.2003,2003/332,Walter Isliker,SVP,Theo Hauri,SVP,Präsidialdepartement (PRD)
2422,11.12.2013,2013/440,2013_0440 Protokollauszug Beschluss.pdf,32 KB,2013_0440 Protokollauszug substanziell.pdf,35 KB,"Abschreibung, Geschäftsbericht"
2423,07.02.2007,2007/72,Patrick Blöchlinger,SD,Christian Wenger,SD,Präsidialdepartement (PRD)
2424,03.09.2008,2008/397,Robert Schönbächler,CVP,Mario Mariani,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2425,24.08.2016,2016/277,Claudia Simon,FDP,Raphaël Tschanz,FDP,Tiefbau- und Entsorgungsdepartement (TED)
2426,28.03.2012,2012/135,Marc Bourgeois,FDP,Michael Schmid,FDP,Polizeidepartement (PD)
2427,26.11.2003,2003/454,Roger Bartholdi,SVP,Mauro Tuena,SVP,Finanzdepartement (FD)
2428,2.2.2000,2000/53,Anna Brändle Galliker,SP,Silvia Biedermann,SP,Sozialdepartement (SD)
2429,28.9.2005,2005/388,Markus Schwyn,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
2430,02.12.2015,2015/388,Christina Schiller,AL,Walter Angst,AL,
2431,26.3.2008,2008/142,Rolf Stucker,SVP,Bruno Garzotto,SVP,Polizeidepartement (PD)
2432,9.5.2001,2001/237,Jürg Casparis,SVP,Christopher Vohdin,SVP,Hochbaudepartement (HBD)
2433,11.5.2005,2005/175,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
2434,7.7.2004,2004/366,Roger Bartholdi,SVP,Bernhard Britschgi,SVP,Präsidialdepartement (PRD)
2435,23.09.2009,2009/437,Josef Widler,CVP,Ernst Danner,EVP,Gesundheits- und Umweltdepartement (GUD)
2436,23.09.2009,2009/423,Susi Gut,PFZ,Markus Schwyn,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
2437,29.06.2011,2011/237,Roger Bartholdi,SVP,Roland Scheck,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2438,31.10.2001,2001/545,Monjek Rosenheim,FDP,Ronald Schmid,FDP,Polizeidepartement (PD)
2439,20.11.2002,2002/486,Maya Burri-Wenger,SP,Franziska Graf,SP,
2440,18.8.2004,2004/414,Bruno Garzotto,SVP,Hansruedi Bär,SVP,Schul- und Sportdepartement (SSD)
2441,02.04.2008,2008/156,Beatrice Reimann,SP,Salvatore Di Concilio,SP,Polizeidepartement (PD)
2442,30.5.2007,2007/299,Roger Bartholdi,SVP,Guido Bergmaier,SVP,Rückzug
2443,10.02.2010,2010/95,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
2444,09.01.2013,2013/4,Roger Bartholdi,SVP,Sven Oliver Dogwiler,SVP,Finanzdepartement (FD)
2445,11.9.2002,2002/337,Maya Burri-Wenger,SP,Franziska Graf,SP,
2446,02.09.2009,2009/392,Katrin Wüthrich,SP,André Odermatt,SP,Polizeidepartement (PD)
2447,30.10.2002,2002/451,Roger Liebi,SVP,Bernhard im Oberdorf,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2448,2.6.1999,1999/228,Marianne Urech-Bürgi,FDP,Ronald Schmid,FDP,Gesundheits- und Umweltdepartement (GUD)
2449,18.09.2019,2019/392,Gabriele Kisker,Grüne,Brigitte Fürer,Grüne,Stadtrat
2450,30.10.2002,2002/445,Hans-Ulrich Meier,FDP,Alexander Weber,SVP,Finanzdepartement (FD)
2451,23.08.2017,2017/266,Markus Baumann,GLP,Alexander Brunner,FDP,
2452,4.9.2002,2002/323,Massimo De Salvador,SP,Marie-Therese Meier,SP,Präsidialdepartement (PRD)
2453,14.1.2004,2004/23,Walter Angst,AL,Alecs Recher,AL,Schul- und Sportdepartement (SSD)
2454,19.5.1999,1999/201,Marcel Savarioud,SP,Rolf Naef,SP,Gesundheits- und Umweltdepartement (GUD)
2455,30.10.2002,2002/444,Rolf Walther,FDP,Monjek Rosenheim,FDP,Finanzdepartement (FD)
2456,18.09.2019,2019/393,Elisabeth Schoch,FDP,Martina Zürcher,FDP,
2457,4.9.2002,2002/322,Beat Badertscher,FDP,Monjek Rosenheim,FDP,Präsidialdepartement (PRD)
2458,23.08.2017,2017/267,Anjushka Früh,SP,Pawel Silberring,SP,
2459,28.11.2012,2012/444,Matthias Probst,Grüne,Kathy Steiner,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
2460,11.9.2002,2002/336,Maya Burri-Wenger,SP,Dominique Feuillet,SP,Schul- und Sportdepartement (SSD)
2461,30.10.2002,2002/450,Markus Schwyn,PFZ,Raphaela-Franziska Ulcay-Hauser,SVP,Gesundheits- und Umweltdepartement (GUD)
2462,14.11.2001,2001/578,Robert Eggler,FDP,Erika Bärtschi Hafner,FDP,Polizeidepartement (PD)
2463,09.01.2013,2013/5,Esther Straub,SP,Kathy Steiner,Grüne,Polizeidepartement (PD)
2464,03.02.2010,2010/80,Severin Pflüger,FDP,Claudia Simon,FDP,Präsidialdepartement (PRD)
2465,5.11.1997,1997/450,Alfred Heer,SVP,Thomas Meier,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2466,08.01.20,2018/143,Michael Baumer,FDP,Christoph Luchsinger,FDP,
2467,20.11.2002,2002/487,Roger Liebi,SVP,Monika Erfigen,SVP,Präsidialdepartement (PRD)
2468,29.06.2011,2011/236,Alecs Recher,AL,Catherine Rutherfoord,AL,Sozialdepartement (SD)
2469,23.09.2009,2009/422,Markus Schwyn,PFZ,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
2470,19.12.2012,2012/493,Martin Bürlimann,SVP,Roland Scheck,SVP,Polizeidepartement (PD)
2471,18.8.2004,2004/415,Marina Garzotto,SVP,Theo Hauri,SVP,Polizeidepartement (PD)
2472,9.5.2001,2001/236,Rolf André Siegenthaler-Benz,SVP,Monika Erfigen,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2473,26.03.2008,2008/143,Martin Bürlimann,SVP,Kurt Hüssy,SVP,Departement der Industriellen Betriebe (DIB)
2474,27.05.2015,2015/160,Roger-Paul Speck,SP,Sven Sobernheim,GLP,
2475,13.03.2019,2019/98,Markus Merki,GLP,Stefan Urech,SVP,Gemeinderat
2476,7.7.2004,2004/367,Ernst Danner,EVP,Hanspeter Kunz,EVP,Tiefbau- und Entsorgungsdepartement (TED)
2477,11.5.2005,2005/174,Robert Schönbächler,CVP,Anton Stäbler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2478,20.11.2002,2002/493,Josef Köpfli,SP,Rolf Naef,SP,
2479,27.1.1999,1999/39,Jeannette Linggi Werner,SP,Dominik Schaub,SP,Schul- und Sportdepartement (SSD)
2480,2.2.2000,2000/46,Werner Furrer,SVP,Bruno Sidler,SVP,Finanzdepartement (FD)
2481,29.01.2014,2014/33,Christoph Spiess,SD,Patrick Blöchlinger,SD,Polizeidepartement (PD)
2482,1.7.1998,1998/210,Monjek Rosenheim,FDP,Karl Gafner,FDP,Finanzdepartement (FD)
2483,2.2.2000,2000/52,Christian Mettler,SVP,Monika Erfigen,SVP,Departement der Industriellen Betriebe (DIB)
2484,03.09.2008,2008/396,Mario Mariani,CVP,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2485,07.02.2007,2007/73,Christian Wenger,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
2486,26.11.2003,2003/455,Markus Schwyn,PFZ,Roger Bartholdi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2487,28.03.2012,2012/134,Severin Pflüger,FDP,Urs Egger,FDP,
2488,17.4.2002,2002/134,Hans Marolf,SVP,Christopher Vohdin,SVP,Präsidialdepartement (PRD)
2489,06.07.2016,2016/262,Andreas Egli,FDP,Markus Hungerbühler,CVP,
2490,7.2.2007,2007/67,Patrick Blöchlinger,SD,Christian Wenger,SD,Finanzdepartement (FD)
2491,31.08.2016,2016/289,Karin Meier-Bohrer,Grüne,Michel Urben,SP,
2492,1.3.2000,2000/91,Theo Hauri,SVP,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2493,5.7.2006,2006/289,Bruno Amacker,SVP,Kurt Hüssy,SVP,Polizeidepartement (PD)
2494,17.11.2004,2004/617,Bernhard im Oberdorf,SVP,Roger Bartholdi,SVP,Finanzdepartement (FD)
2495,07.11.2018,2018/427,Vera Ziswiler,SP,Michael Kraft,SP,Stadtrat
2496,21.05.2014,2014/165,Andreas Kirstein,AL,Isabel Garcia,GLP,Schul- und Sportdepartement (SSD)
2497,17.12.2003,2003/496,Susi Gut,PFZ,Roger Liebi,SVP,Präsidialdepartement (PRD)
2498,12.09.2018,2018/341,Andri Silberschmidt,FDP,Gabriele Kisker,Grüne,Stadtrat
2499,17.04.2019,2019/152,Brigitte Fürer,Grüne,Gabriele Kisker,Grüne,
2500,31.3.2004,2004/171,Markus Schwyn,PFZ,Susi Gut,PFZ,Gesundheits- und Umweltdepartement (GUD)
2501,31.3.2004,2004/165,Ueli Nagel,Grüne,Daniel Leupi,Grüne,Polizeidepartement (PD)
2502,10.5.2000,2000/227,Romeo Steiner,CVP,Adrian Hug,CVP,
2503,08.01.20,1994/154,Toni Baur,Grüne,Peter Niggli,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
2504,27.01.2016,2016/36,Andrea Nüssli,SP,Christian Traber,CVP,
2505,11.11.1998,1998/370,Raphaela-Franziska Ulcay-Hauser,SVP,Christian Mettler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2506,1.12.1999,1999/163,Ronald Schmid,FDP,Jürg R. Schüepp,FDP,
2507,6.2.2002,2002/57,Robert Schönbächler,CVP,Willy Furter,EVP,Tiefbau- und Entsorgungsdepartement (TED)
2508,25.10.2006,2006/458,Richard Rabelbauer,EVP,Daniel Meier,CVP,Finanzdepartement (FD)
2509,28.3.2001,2001/197,Ruth Anhorn,SVP,Markus Schwyn,PFZ,Sozialdepartement (SD)
2510,15.09.2010,2010/390,Linda Bär,SP,Florian Utz,SP,Departement der Industriellen Betriebe (DIB)
2511,25.05.2011,2011/183,Claudia Rabelbauer,EVP,Martin Mächler,EVP,Polizeidepartement (PD)
2512,21.12.2016,2016/470,Hans Jörg Käppeli,SP,Markus Knauss,Grüne,
2513,1.11.2006,2006/464,Roger Bartholdi,SVP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2514,12.04.2017,2017/105,Andreas Kirstein,AL,Albert Leiser,FDP,
2515,21.3.2001,2001/168,Bruno Sidler,SVP,Marina Garzotto,SVP,Schul- und Sportdepartement (SSD)
2516,14.3.2001,2001/154,Markus Schwyn,PFZ,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2517,9.7.2003,2003/284,Monika Erfigen,SVP,Martin Burger,SVP,Finanzdepartement (FD)
2518,01.06.2005,2005/216,Pascal Proamer,CVP,Christian Traber,CVP,Departement der Industriellen Betriebe (DIB)
2519,13.06.2018,2018/221,Anjushka Früh,SP,Luca Maggi,Grüne,Sicherheitsdepartement (SID)
2520,6.9.2000,2000/435,Markus Schwyn,PFZ,Arthur Bernet,SVP,Polizeidepartement (PD)
2521,5.12.2001,2001/626,Beat Badertscher,FDP,Monjek Rosenheim,FDP,Präsidialdepartement (PRD)
2522,24.06.2015,2015/216,Ezgi Akyol,AL,Christina Schiller,AL,
2523,1.9.1999,1999/407,Marcel Savarioud,SP,Fiammetta Jahreiss-Montagnani,SP,Stadtschreiber/in (STS)
2524,01.02.2012,2012/46,Gerhard Bosshard,EVP,Bernhard Piller,Grüne,Hochbaudepartement (HBD)
2525,22.08.2007,2007/449,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
2526,4.2.1998,1998/45,Placidus Maissen,CVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
2527,9.1.2008,2008/6,Roger Bartholdi,SVP,Bruno Sidler,SVP,Ablehnung
2528,27.11.2002,2002/518,Ruth Anhorn,SVP,Marina Garzotto,SVP,Schul- und Sportdepartement (SSD)
2529,08.01.20,2009/595,Albert Leiser,FDP,Alexander Jäger,FDP,
2530,17.1.2001,2001/12,Peter Mächler,SVP,Thomas Meier,SVP,Präsidialdepartement (PRD)
2531,4.12.2002,2002/530,Bernhard im Oberdorf,SVP,Luzi Rüegg,SVP,
2532,10.7.2002,2002/256,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
2533,11.7.2001,2001/395,Monjek Rosenheim,FDP,Ronald Schmid,FDP,Finanzdepartement (FD)
2534,16.1.2008,2008/22,Susi Gut,PFZ,Markus Schwyn,PFZ,Sozialdepartement (SD)
2535,3.7.2002,2002/242,Robert Schönbächler,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
2536,14.7.1999,1999/349,Silvia Seiz,SP,Niklaus Scherr,AL,Finanzdepartement (FD)
2537,14.04.2010,2010/186,Marcel Z'graggen,CVP,Martin Mächler,EVP,
2538,02.12.2009,2009/581,Ueli Brasser,SD,Christian Wenger,SD,Finanzdepartement (FD)
2539,5.4.2000,2000/179,Markus Schwyn,PFZ,Thomas Meier,SVP,Sozialdepartement (SD)
2540,08.01.20,1995/192,Jean E. Bollier,FDP,Max Fritz,FDP,
2541,07.04.2010,2010/151,Richard Rabelbauer,EVP,Martin Mächler,EVP,
2542,26.05.2010,2000/145,Monika Spring-Gross,SP,Katharina Prelicz-Huber,Grüne,
2543,29.3.2000,2000/151,Theo Hauri,SVP,Werner Furrer,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2544,27.5.2009,2009/224,Jean-Claude Virchaux,CVP,Balthasar Glättli,Grüne,Finanzdepartement (FD)
2545,18.11.2009,2009/542,Andrea Nüssli,SP,Simone Brander,SP,Tiefbau- und Entsorgungsdepartement (TED)
2546,22.8.2001,2001/424,Mauro Tuena,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
2547,28.8.2002,2002/297,Andreas J. Schlegel,FDP,Erika Bärtschi Hafner,FDP,Polizeidepartement (PD)
2548,29.3.2000,2000/147,Katharina Prelicz-Huber,Grüne,Monika Spring-Gross,SP,Tiefbau- und Entsorgungsdepartement (TED)
2549,11.11.2011,2011/426,Albert Leiser,FDP,Roger Tognella,FDP,
2550,22.05.2019,2019/226,Pascal Lamprecht,SP,Sarah Breitenstein,SP,Gemeinderat
2551,29.8.2001,2001/432,Joe A. Manser,SP,Urs Lauffer,FDP,Hochbaudepartement (HBD)
2552,31.03.2010,2010/147,Mirella Wepf,SP,Jacqueline Badran,SP,Finanzdepartement (FD)
2553,18.11.2009,2009/540,Marianne Aubert,SP,Simone Brander,SP,Geschäftsbericht Stadtrat
2554,18.06.2014,2014/205,Isabel Garcia,GLP,Markus Baumann,GLP,Präsidialdepartement (PRD)
2555,21.8.2002,2002/283,Monika Erfigen,SVP,Martin Burger,SVP,Finanzdepartement (FD)
2556,29.3.2000,2000/153,Balthasar Glättli,Grüne,Christoph Hug,Grüne,Departement der Industriellen Betriebe (DIB)
2557,3.12.1997,1997/526,Monika Bätschmann,Grüne,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
2558,12.09.2007,2007/488,Jacqueline Badran,SP,Rolf Naef,SP,Finanzdepartement (FD)
2559,16.01.2008,2008/34,Monjek Rosenheim,FDP,Claudia Simon,FDP,Präsidialdepartement (PRD)
2560,12.4.2000,2000/184,Theresa G. Hensch-Stadelmann,FDP,Willy Furter,EVP,Gesundheits- und Umweltdepartement (GUD)
2561,14.04.2010,2010/190,Hans Bachmann,FDP,Ruth Anhorn,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2562,05.10.2011,2011/383,Jacqueline Badran,SP,Rebekka Wyler,SP,Tiefbau- und Entsorgungsdepartement (TED)
2563,20.12.2017,2017/463,Patrick Hadi Huber,SP,Ann-Catherine Nabholz,GLP,Stadtrat
2564,11.03.2015,2015/71,Felix Moser,Grüne,Ann-Catherine Nabholz,GLP,
2565,07.03.2012,2012/78,Daniel Regli,SVP,Marina Garzotto,SVP,Präsidialdepartement (PRD)
2566,16.1.2008,2008/20,Roger Liebi,SVP,Roger Bartholdi,SVP,Sozialdepartement (SD)
2567,06.09.2017,2017/305,Ann-Catherine Nabholz,GLP,Sven Sobernheim,GLP,Stadtrat
2568,1.9.1999,1999/405,Romeo Steiner,CVP,Willy Furter,EVP,Hochbaudepartement (HBD)
2569,9.1.2008,2008/4,Beatrice Reimann,SP,Andrew Katumba,SP,Tiefbau- und Entsorgungsdepartement (TED)
2570,01.02.2012,2012/44,Martin Bürlimann,SVP,Theo Hauri,SVP,Departement der Industriellen Betriebe (DIB)
2571,6.12.2001,2001/630,Niklaus Scherr,AL,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
2572,21.05.2008,2008/223,Roger Liebi,SVP,Martin Bürlimann,SVP,Präsidialdepartement (PRD)
2573,14.3.2001,2001/156,Marina Garzotto,SVP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
